,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,inactive,1,0,0.0,64.0,148.0,277.0,2073.0,0.0,0.0,0.0,142.0,31183.0,0.0,0.0,0.0,6.5,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,94.0,0.0,1.5,6.0,13.5,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,13.5,120.0,0.0,0.0,0.0,0.0,0.20689655170000001,0.0,0.0,0.0,0.0,2.2413793104,0.0,0.0,0.0,0.0,2.8620689656,0.0,7.5,98.0,433.0,2992.0,0.0,7.5,100.0,374.0,2718.0,0.0,7.5,94.0,361.0,2628.0,0.0,7.5,116.0,538.5,3571.0,0.0,6.0,81.0,395.0,2622.0,0.0,4.0,77.0,328.25,2286.5,0.0,0.0,0.24,1.1,8.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,inactive,1,0,20.0,49.25,103.0,294.5,963.0,0.0,0.75,4.5,10.0,25.0,13.0,27.25,45.0,80.0,249.0,0.0,0.0,0.0,0.0,0.0,13.0,27.25,45.0,80.0,249.0,4.0,10.75,21.0,40.5,121.0,0.0,0.0,0.0,0.0,0.0,4.0,10.75,21.0,40.5,121.0,0.0,0.0,0.08333333335,0.4166666667,1.3333333334000002,0.08108108110000001,0.33108108107500006,0.58108108105,0.9977477477000001,2.9909909909000003,0.6216216216,1.121621621625,1.7882882883,2.5382882883,7.4864864865000005,7.0,24.25,45.5,70.25,196.0,7.0,23.875,41.75,63.75,183.5,7.0,13.75,22.0,31.75,94.0,7.0,35.5,72.5,118.0,324.0,3.0,15.0,31.5,50.75,137.0,3.0,15.0,29.0,45.75,127.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.3475,0.615,1.0025,2.9400000000000004
433,active,1,0,19.0,350.0,1013.0,1909.0,25673.0,3.0,54.0,288.0,1177.0,14534.0,14.0,148.0,386.0,777.0,10470.0,0.0,0.0,0.0,4.0,101.0,14.0,161.0,404.0,796.0,10817.0,5.0,93.0,301.0,661.0,8682.0,0.0,0.0,3.0,9.0,131.0,6.0,95.0,307.0,676.0,8869.0,0.0,0.0,0.0,0.08881731300000001,3.1964127937000004,0.0,0.0,0.06896551719999999,0.9623070962999999,12.8601804935,0.0,0.0,0.46363636360000005,2.3459477567,31.0915429875,0.0,155.0,424.0,938.0,13089.0,0.0,138.0,371.5,887.5,12544.5,0.0,28.0,86.0,253.0,4043.0,0.0,364.0,1248.0,2538.0,32651.0,0.0,113.0,332.0,781.0,11041.0,0.0,81.0,264.0,744.0,10284.5,0.03,0.36,1.26,4.859999999999999,59.8,0.0,0.0,0.0,0.04,3.62,0.0,0.0,0.0,0.0,0.16999999999999998
434,inactive,1,0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,93.0,93.0,93.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,16.0,16.0,16.0,16.0,16.0,21.0,21.0,21.0,21.0,21.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.99,0.99,0.99
435,active,1,0,29.0,5813.0,24901.0,52553.0,671969.0,0.0,977.0,3105.0,6500.0,101762.0,0.0,0.0,0.0,8.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,406.0,0.0,0.0,3.0,19.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,364.0,0.0,0.0,0.0,0.0,0.8888888889000001,0.0,0.0,0.0,0.0,12.0555555556,0.0,0.0,0.0,2.5261437909,32.4575163403,0.0,0.0,12.0,142.0,3048.0,0.0,0.0,2.0,111.5,2534.5,0.0,0.0,2.0,83.0,1392.0,0.0,0.0,12.0,235.0,5947.0,0.0,0.0,10.0,102.0,1887.0,0.0,0.0,2.0,81.0,1430.0,0.0,0.6100000000000001,3.3600000000000003,7.48,90.64,0.0,0.0,0.37,1.56,25.4,0.0,0.0,0.0,0.0,7.51
436,inactive,1,0,505.0,6830.75,19130.5,50313.25,454038.0,0.0,72.0,472.5,3950.75,40099.0,0.0,0.0,0.0,0.75,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,107.0,0.0,0.0,0.0,2.75,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,125.0,0.0,0.0,0.0,0.0,0.027027027000000002,0.0,0.0,0.0,0.0,0.1254826255,0.0,0.0,0.0,0.0,0.39575289570000005,0.0,0.0,0.0,91.25,1467.0,0.0,0.0,0.0,93.5,1478.0,0.0,0.0,0.0,30.0,1152.0,0.0,0.0,0.0,106.5,1546.0,0.0,0.0,0.0,53.75,1074.0,0.0,0.0,0.0,56.75,1083.0,0.0,0.0125,0.525,2.7025000000000006,21.820000000000004,0.0,0.0,0.025,1.75,15.219999999999999,0.0,0.0,0.0,0.0,0.0
437,inactive,1,0,0.0,310.75,2717.0,9328.5,109099.0,0.0,0.0,1262.5,22465.5,309635.0,0.0,0.0,0.0,21.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,600.0,0.0,0.0,0.5,8.25,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.25,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.41,6.66,9.91,93.24999999999999,0.0,0.0,0.0,0.0225,0.7,0.0,0.0,0.0,0.0,2.8499999999999996
438,active,0,1,0.0,0.0,0.0,53.0,2618.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,44.0,2378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2378.0,0.0,0.0,0.0,86.0,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2107.0,0.0,0.0,0.0,0.13186191279999998,11.1945575646,0.0,0.0,0.0,1.0579513299,19.468344869700005,0.0,0.0,0.0,1.6557724958,25.398964504799995,0.0,0.0,0.0,66.0,1886.0,0.0,0.0,0.0,42.0,1672.0,0.0,0.0,0.0,3.0,1111.0,0.0,0.0,0.0,169.0,4170.0,0.0,0.0,0.0,34.0,1553.0,0.0,0.0,0.0,16.0,1372.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,active,1,0,175.0,1415.0,3883.0,9914.0,137874.0,0.0,9.0,50.0,165.0,2729.0,0.0,267.0,2177.0,6066.0,85298.0,0.0,0.0,0.0,1.0,33.0,0.0,268.0,2181.0,6076.0,85406.0,1.0,463.0,1808.0,4498.0,74075.0,0.0,0.0,0.0,0.0,18.0,1.0,464.0,1816.0,4507.0,74205.0,0.0,0.0,0.0,0.5307187804,12.081098428399999,0.0,0.0,0.025373233199999998,1.5708524252,23.583886186799997,0.0,0.0,0.2394121526,3.3388223096000003,40.4797658357,0.0,9.0,179.0,496.0,6342.0,0.0,5.0,124.5,332.5,4773.5,0.0,0.0,20.0,82.0,1307.0,0.0,72.0,791.0,1833.0,22794.0,0.0,3.0,95.0,311.0,4038.0,0.0,0.0,39.0,175.5,2649.0,0.01,0.49000000000000005,2.6,6.61,79.66000000000001,0.0,0.0,0.0,0.2,13.31,0.0,0.0,0.0,0.0,1.0
440,inactive,1,0,115.0,572.0,1366.0,2660.0,22269.0,0.0,79.0,389.0,10331.0,86747.0,44.0,309.0,801.0,1652.0,14217.0,0.0,0.0,0.0,1.0,12.0,47.0,314.0,807.0,1658.0,14287.0,54.0,329.0,782.0,1326.0,11848.0,0.0,0.0,0.0,0.0,9.0,56.0,332.0,785.0,1331.0,11894.0,0.0,0.013986014,0.2028002648,0.6825193735999999,7.3788153862999994,0.0,0.041975308600000004,0.3742217607,1.26312777,11.8360519962,0.0458715596,0.4702066021,1.209812533,3.0772950505,25.471705115400002,9.0,109.0,283.0,533.0,4447.0,10.0,71.0,191.0,359.0,3117.0,0.0,7.0,23.0,45.0,398.0,16.0,191.0,668.0,1371.0,11262.0,4.0,74.0,218.0,452.0,3709.0,4.0,32.0,122.0,284.0,2378.0,0.01,0.07,0.16,2.62,19.1,0.0,0.0,0.01,0.08,0.7699999999999999,0.0,0.38,1.05,2.83,22.57
441,inactive,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,inactive,0,1,0.0,0.0,0.0,819.0,12386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,9898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,9898.0,0.0,0.0,36.0,488.0,9770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,488.0,9770.0,0.0,0.0,0.0,0.7946086777000001,12.073244124,0.0,0.0,0.0,0.9700098025000001,13.514501928000001,0.0,0.0,0.0,1.2195257012,15.6573653312,0.0,0.0,30.0,230.0,2861.0,0.0,0.0,13.0,196.0,2707.0,0.0,0.0,3.0,25.0,894.0,0.0,0.0,159.0,657.0,6716.0,0.0,0.0,20.0,162.0,2216.0,0.0,0.0,7.0,102.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,inactive,1,0,0.0,3.0,23.0,75.0,798.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,19.0,314.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,19.0,345.0,0.0,0.0,7.0,45.0,352.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,52.0,394.0,0.0,0.0,0.0,0.0,2.2222222222,0.0,0.0,0.0,0.0,2.6587301586,0.0,0.0,0.0,0.1111111111,5.587301587300001,0.0,0.0,9.0,112.0,1171.0,0.0,0.0,9.0,101.0,1109.0,0.0,0.0,9.0,64.0,843.0,0.0,0.0,9.0,168.0,1641.0,0.0,0.0,4.0,81.0,971.0,0.0,0.0,4.0,75.0,932.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
444,active,1,0,49.0,1841.0,4579.0,8702.0,117354.0,0.0,14.0,1735.0,14515.0,257382.0,0.0,202.0,551.0,1412.0,19153.0,0.0,0.0,0.0,20.0,484.0,0.0,224.0,587.0,1564.0,20687.0,2.0,188.0,558.0,1134.0,15940.0,0.0,0.0,4.0,28.0,434.0,2.0,193.0,586.0,1197.0,16756.0,0.0,0.0,0.322282387,1.4338320027000002,18.916158856000003,0.0,0.0857142857,0.9885039440000001,3.0872508184000003,37.95230325090001,0.0,0.2222222222,2.4453251110000003,6.3528478144000005,76.01512713100001,0.0,134.0,358.0,796.0,10947.0,0.0,103.0,257.0,529.5,8061.5,0.0,21.0,59.0,111.0,1872.0,0.0,395.0,1282.0,2657.0,34846.0,0.0,79.0,239.0,599.0,8236.0,0.0,38.0,137.0,343.0,5461.0,0.0,0.04,1.3,3.2800000000000002,42.42,0.0,0.0,0.03,0.22999999999999998,3.16,0.0,0.0,0.0,0.03,0.91
445,inactive,1,0,1722.0,13286.25,30110.0,55035.0,560507.0,0.0,9.25,87.0,299.0,4817.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.8150000000000002,2.1350000000000002,4.797499999999999,41.38999999999999,0.0,0.057499999999999996,0.7999999999999999,2.14,18.4,0.0,0.0,0.0,0.0,0.0
446,inactive,1,0,346.0,1964.0,4271.0,7792.0,82202.0,1.0,27.5,128.0,2565.5,26853.0,0.0,28.5,122.0,567.5,6680.0,0.0,0.0,0.0,0.0,3.0,0.0,29.5,123.0,568.5,6694.0,1.0,101.5,303.0,707.5,7672.0,0.0,0.0,0.0,0.0,2.0,1.0,101.5,303.0,709.5,7686.0,0.0,0.0,0.0,0.18703550785,3.7792064614000003,0.0,0.0,0.0,0.5575712221,8.2798653332,0.0,0.0,0.4,1.6587549099500003,17.3295663729,0.0,210.5,590.0,1103.0,10721.0,0.0,205.0,566.0,1006.5,10020.5,0.0,23.5,112.0,269.5,2817.0,0.0,263.0,859.0,1810.5,16721.0,0.0,49.5,237.0,572.0,5448.0,0.0,30.0,161.0,446.0,4444.0,0.0,0.01,0.22000000000000003,1.19,12.29,0.0,0.0,0.0,0.015,0.19,0.0,0.045,0.26,1.55,16.560000000000002
447,inactive,1,0,225.0,459.0,794.0,1574.0,5760.0,2.0,6.0,12.0,25.0,91.0,8.0,21.0,35.0,60.0,211.0,0.0,0.0,0.0,0.0,1.0,8.0,21.0,35.0,60.0,212.0,0.0,1.0,7.0,17.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,17.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882,1.1764705882,3.5294117646,0.0,0.0,27.0,92.0,299.0,0.0,0.0,27.0,96.0,303.0,0.0,0.0,25.0,52.0,207.0,0.0,0.0,29.0,110.0,357.0,0.0,0.0,20.0,42.0,144.0,0.0,0.0,20.5,42.5,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,inactive,1,0,300.0,1219.0,2400.0,4474.5,36574.0,0.0,365.0,4075.0,16281.0,126577.0,131.0,621.5,1272.0,2399.5,18869.0,0.0,0.0,0.0,0.0,1.0,131.0,622.5,1273.0,2400.5,18878.0,53.0,331.5,846.0,1871.0,13208.0,0.0,0.0,0.0,0.0,1.0,53.0,331.5,846.0,1871.0,13209.0,0.0,0.010057086750000001,0.07940564095000001,0.45367700055000004,3.4147663966,0.0,0.08831948690000001,0.401948958,1.9997450965000003,13.065252465400002,0.0341880342,0.30898055665,1.3329257890000001,3.5293314121000003,23.0900613374,14.0,75.0,196.0,398.0,2881.0,11.0,51.0,143.0,296.5,2297.0,4.0,17.5,37.0,69.5,522.0,15.0,171.0,507.0,1041.0,7159.0,8.0,44.0,122.0,294.0,2116.0,8.0,32.5,86.0,225.5,1767.0,0.0,0.06,0.43000000000000005,1.2850000000000001,9.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,inactive,1,0,34.0,59.5,85.0,157.0,348.0,0.0,0.5,1.0,3.0,6.0,19.0,41.0,63.0,115.5,250.0,0.0,0.0,0.0,0.0,0.0,19.0,41.0,63.0,115.5,250.0,0.0,1.5,3.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,75.0,150.0,0.0,0.0,0.0,0.24100719425,0.4820143885,0.0,0.0,0.0,0.35971223020000004,0.7194244604000001,0.0,0.5,1.0,1.5,3.0,0.0,10.5,21.0,36.5,73.0,0.0,10.0,20.0,35.5,71.0,0.0,2.5,5.0,20.5,41.0,0.0,15.5,31.0,52.0,104.0,0.0,5.0,10.0,23.5,47.0,0.0,4.0,8.0,21.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,active,1,0,109.0,1645.0,4219.0,9114.0,129232.0,0.0,20.0,5001.0,70456.0,962081.0,8.0,848.0,2940.0,6332.0,83207.0,0.0,0.0,18.0,68.0,930.0,13.0,889.0,3045.0,6458.0,85222.0,1.0,701.0,1769.0,3430.0,46982.0,0.0,3.0,11.0,39.0,598.0,1.0,730.0,1813.0,3490.0,47996.0,0.0,0.05712224540000001,0.5389293989000001,1.5863795074,22.6106144719,0.0,0.11531202140000002,1.0387589056,3.0616689268,39.388866565899995,0.0,0.5069342829,3.2245425097,7.0223894303,86.5528134291,0.0,136.0,296.0,531.0,7678.0,0.0,40.0,145.0,349.5,4791.0,0.0,4.0,14.0,37.0,565.0,0.0,479.0,1392.0,2706.0,35686.0,0.0,91.0,236.0,453.0,6458.0,0.0,30.5,112.0,284.5,4016.0,0.0,0.04,1.25,4.67,55.68000000000001,0.0,0.0,0.01,0.46,8.14,0.01,1.23,5.73,10.73,133.28
451,active,1,0,0.0,47.0,223.0,839.0,12419.0,0.0,0.0,24.0,1890.0,48100.0,0.0,0.0,57.0,164.0,2472.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,57.0,165.0,2488.0,0.0,2.0,45.0,108.0,1594.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,108.0,1594.0,0.0,0.0,0.0,0.04131520175,3.7161451790000006,0.0,0.0,0.0,0.8222222223,16.814285715,0.0,0.0,0.33333333330000003,3.1746031746000005,38.9682539681,0.0,0.0,22.0,199.0,2639.0,0.0,0.0,14.0,169.5,2370.0,0.0,0.0,8.0,94.0,1220.0,0.0,0.0,22.0,300.0,4604.0,0.0,0.0,8.0,80.0,1282.0,0.0,0.0,2.5,41.0,889.0,0.0,0.0,0.25,1.21,19.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,inactive,1,0,89.0,241.5,442.0,700.0,3522.0,0.0,3.0,17.0,43.5,202.0,35.0,142.5,301.0,511.5,2470.0,0.0,0.0,0.0,0.5,6.0,35.0,146.5,305.0,515.5,2495.0,0.0,44.5,128.0,294.0,1389.0,0.0,0.0,0.0,0.5,6.0,0.0,44.5,132.0,298.0,1406.0,0.0,0.0,0.0,0.05263157895,0.3697302959,0.0,0.0,0.0,0.1052631579,0.8489133281000001,0.0,0.20588235295,0.7915376677,1.4943696615500002,6.509337543700001,0.0,48.0,107.0,194.5,906.0,0.0,52.0,109.5,186.75,891.0,0.0,13.5,43.0,78.5,351.0,0.0,64.0,176.0,362.0,1630.0,0.0,41.0,87.0,141.5,691.0,0.0,39.5,89.0,145.5,700.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,inactive,0,1,0.0,0.0,331.5,985.25,2615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,19.0,0.0,0.0,0.0,2.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,active,1,0,51.0,500.0,2304.0,6224.0,90760.0,0.0,661.0,1781.0,3677.0,51790.0,0.0,48.0,155.0,1117.0,25398.0,0.0,0.0,0.0,2.0,78.0,0.0,48.0,170.0,1141.0,25672.0,0.0,59.0,362.0,1604.0,27084.0,0.0,0.0,0.0,2.0,64.0,0.0,59.0,381.0,1627.0,27359.0,0.0,0.0,0.0,0.2103322729,5.6046187467,0.0,0.0,0.0,0.4263201854,10.5221869358,0.0,0.0,0.2148413444,1.4833463598,22.866767945499998,0.0,164.0,614.0,1311.0,18298.0,0.0,153.0,575.0,1242.5,17675.5,0.0,10.0,85.0,311.0,4487.0,0.0,214.0,963.0,2325.0,29387.0,0.0,72.0,336.0,823.0,12293.0,0.0,46.5,244.5,720.5,11533.5,0.0,0.02,0.37,1.02,14.379999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,4.23
455,inactive,1,0,0.0,0.0,4.5,72.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,inactive,1,0,46.0,103.75,217.0,362.75,998.0,0.0,9.75,47.0,110.0,291.0,0.0,16.5,33.0,60.75,177.0,0.0,0.0,0.0,0.25,1.0,0.0,16.5,33.5,61.75,179.0,0.0,7.5,30.5,62.5,158.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,30.5,62.5,158.0,0.0,0.0,0.1111111111,0.31837606835,0.829059829,0.0,0.0,0.28205128204999996,0.786324786325,2.0170940171,0.0,0.42857142855,1.03296703295,1.7445054945,4.560439560400001,0.0,12.0,27.5,49.25,135.0,0.0,12.0,31.0,54.25,141.0,0.0,2.25,5.5,14.0,43.0,0.0,24.0,56.5,102.5,280.0,0.0,9.0,20.0,37.0,104.0,0.0,9.0,19.0,33.5,94.0,0.0,0.0,0.005,0.0225,0.07,0.0,0.015,0.035,0.1225,0.41,0.0,0.0,0.0,0.0,0.0
457,inactive,1,0,277.0,1569.0,3951.0,7476.0,63987.0,0.0,0.0,2.0,6.0,155.0,0.0,2.0,54.0,163.0,2477.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,54.0,164.0,2483.0,5.0,34.0,117.0,245.0,2508.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,117.0,245.0,2508.0,0.0,0.0,0.0,0.0,0.6173271172000001,0.0,0.0,0.0,0.0,1.2360139859000001,0.0,0.0,0.0,0.6420940171,5.80186132,0.0,113.0,401.0,906.0,7242.0,0.0,115.0,333.0,853.0,6873.5,0.0,35.0,140.0,368.0,3210.0,0.0,187.0,611.0,1354.0,10922.0,0.0,86.0,344.0,810.0,6446.0,0.0,85.0,283.0,757.0,6135.0,0.0,0.0,0.07,0.77,7.029999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
