,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,inactive,1,0,0.0,0.0,0.0,0.0,1313.0,0.0,0.0,0.0,12.0,4102.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,1.8888888888,0.0,0.0,0.0,0.0,2.5169082125999998,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,active,1,0,501.0,5584.5,13262.0,25779.0,488689.0,3.0,1682.5,8252.0,26610.0,499613.0,0.0,1011.0,3834.0,8699.0,168918.0,0.0,0.0,0.0,4.5,139.0,0.0,1014.0,3839.0,8731.5,169374.0,3.0,1519.5,4189.0,7680.5,136324.0,0.0,0.0,0.0,0.5,73.0,3.0,1523.5,4193.0,7687.0,136585.0,0.0,0.0,0.0950193142,0.9260139372,17.4735253118,0.0,0.06765275335,0.6089551032,2.29672571825,36.867192490099995,0.0,0.26528870129999993,1.377896968,3.9037456747499997,65.10225703809999,0.0,339.0,891.0,1848.5,31312.0,0.0,233.5,678.5,1228.0,21511.5,0.0,1.5,11.0,64.0,1324.0,0.0,695.5,2635.0,5668.5,93544.0,0.0,165.0,590.0,1376.5,22654.0,0.0,118.0,407.5,854.5,14593.5,0.0,0.08000000000000002,0.47,3.0549999999999997,52.10999999999999,0.0,0.0,0.0,0.02,6.34,0.02,0.445,1.95,4.26,71.27
267,inactive,1,0,846.0,2423.75,4314.5,7091.5,43322.0,15.0,59.0,154.5,368.25,2887.0,22.0,144.5,365.0,957.0,4828.0,0.0,0.0,0.0,0.0,0.0,22.0,144.5,365.0,957.0,4828.0,57.0,192.75,410.5,728.25,4366.0,0.0,0.0,0.0,0.0,0.0,57.0,192.75,410.5,728.25,4366.0,0.0,0.0,0.1764503369,0.70626139795,3.33464783065,0.0,0.40270270272500003,1.0036036036,1.9281779763749998,10.671688826,0.0,0.34555984562500003,1.24169884175,2.4869369370000003,12.750193050600002,15.0,73.0,159.5,272.75,1511.0,16.0,67.5,153.0,257.75,1411.5,0.0,11.25,29.5,63.75,395.0,17.0,96.0,262.5,518.25,2667.0,7.0,36.5,86.5,159.0,910.0,8.0,30.25,64.0,125.5,720.0,0.0,0.0,0.005,0.025,0.16,0.0,0.27,1.63,3.2199999999999998,15.459999999999999,0.0,0.017499999999999998,0.035,0.0775,0.5800000000000001
268,inactive,1,0,0.0,0.0,0.0,413.5,13462.0,0.0,0.0,0.0,2.0,185.0,0.0,0.0,0.0,5.5,137.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,15.5,255.0,0.0,0.0,0.0,3.0,113.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,3.0,170.0,0.0,0.0,0.0,0.0,3.2541666667000007,0.0,0.0,0.0,0.2,8.8708333334,0.0,0.0,0.0,0.30000000000000004,12.0000000001,0.0,0.0,0.0,49.0,1938.0,0.0,0.0,0.0,20.0,1881.0,0.0,0.0,0.0,1.0,531.0,0.0,0.0,0.0,53.0,3516.0,0.0,0.0,0.0,14.0,853.0,0.0,0.0,0.0,7.5,551.5,0.0,0.0,0.0,0.2,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,inactive,1,0,1020.0,3072.0,5727.0,10895.5,52083.0,0.0,771.5,2064.0,5263.0,26791.0,0.0,1656.5,4136.0,7812.5,36287.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.5,4136.0,7812.5,36287.0,1.0,1773.0,3930.0,6577.5,30442.0,0.0,0.0,0.0,0.0,0.0,1.0,1773.0,3930.0,6577.5,30442.0,0.0,0.06991556460000001,0.35398115809999997,0.936755934,4.341090249,0.0,0.21688278114999998,0.9680520807,2.0610531338,8.929554898400001,0.0,0.6544048594,1.7711085589,3.15339376025,14.002019224600001,0.0,28.0,104.0,202.0,871.0,0.0,25.0,94.0,203.0,876.0,0.0,0.0,0.0,1.0,14.0,0.0,65.5,182.0,374.0,1686.0,0.0,11.5,32.0,63.0,308.0,0.0,9.0,24.0,51.0,250.0,0.0,0.0,0.0,0.005,0.03,0.02,0.08499999999999999,0.42,1.23,5.5,0.0,0.0,0.0,0.0,0.0
270,active,1,0,40.0,1280.5,4730.0,10674.5,194378.0,0.0,0.0,9.0,87.0,2327.0,3.0,54.0,258.0,781.5,16837.0,0.0,0.0,0.0,0.0,8.0,3.0,54.0,258.0,781.5,16885.0,11.0,152.5,500.0,1182.5,23845.0,0.0,0.0,0.0,0.0,0.0,11.0,152.5,500.0,1182.5,23845.0,0.0,0.0,0.0,0.08008876095,7.0003666442,0.0,0.0,0.0,0.5334340466,19.0642680982,0.0,0.0,0.0,1.1212595198,28.9002936101,7.0,397.0,1363.0,3239.0,53218.0,7.0,372.75,1193.5,3163.0,53098.0,0.0,32.0,236.0,778.5,13796.0,7.0,653.5,2569.0,5558.5,90733.0,0.0,119.0,781.0,2219.5,36086.0,0.0,122.0,746.0,2389.0,39273.5,0.0,0.22000000000000003,3.24,9.020000000000001,135.25,0.0,0.05500000000000001,1.22,4.6899999999999995,72.55,0.0,2.7750000000000004,8.25,14.62,241.96
271,inactive,1,0,0.0,0.0,187.0,960.0,11135.0,0.0,0.0,0.0,246.5,5515.0,0.0,0.0,1.0,23.0,1257.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,25.0,1272.0,0.0,0.0,40.0,128.0,1555.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,128.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.3000000000000003,0.0,0.0,15.0,393.0,5465.0,0.0,0.0,15.0,397.0,5609.0,0.0,0.0,0.0,228.0,3465.0,0.0,0.0,16.0,468.5,6494.0,0.0,0.0,12.0,246.0,3940.0,0.0,0.0,12.0,208.0,3563.0,0.0,0.0,0.0,0.0,1.8699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,active,1,0,40.0,634.0,2360.0,5374.5,88506.0,0.0,3.5,9700.0,46246.5,715905.0,29.0,433.5,1280.0,2633.0,45458.0,0.0,0.5,43.0,184.0,3069.0,29.0,477.5,1415.0,2909.0,50237.0,4.0,240.5,794.0,1921.0,32046.0,0.0,1.5,33.0,122.0,2228.0,4.0,276.5,900.0,2089.0,35556.0,0.0,0.06836070515,0.7845275355,2.6425761650000004,43.1840929347,0.0,0.58003338475,2.1511598627,5.15265323725,85.2152131197,0.0,1.8342826266000003,5.5310346672,10.5307671388,176.2728997262,0.0,123.0,377.0,771.0,13230.0,0.0,87.0,245.0,473.0,8334.0,0.0,9.0,25.0,58.5,1044.0,0.0,434.0,1829.0,3953.0,65202.0,0.0,69.5,275.0,592.0,10253.0,0.0,45.5,144.5,338.0,5983.0,0.0,0.035,0.33999999999999997,2.7550000000000003,49.790000000000006,0.0,0.0,0.03,0.29500000000000004,6.37,0.0,0.0,0.0,0.045,1.3399999999999999
273,active,1,0,368.0,13525.5,43120.0,89991.0,1598040.0,0.0,201.0,1187.0,3339.5,64487.0,0.0,5023.0,17908.0,39054.5,651044.0,0.0,0.0,0.0,0.5,876.0,0.0,5063.5,18135.0,39281.5,655987.0,0.0,3776.0,15458.0,32280.5,551770.0,0.0,0.0,0.0,11.0,1028.0,0.0,3803.0,15612.0,32476.5,555816.0,0.0,0.5496469516500001,2.4889051259,5.682686883150001,92.36466734480003,0.0,2.0422472533500002,5.3655402953,9.654193877850002,165.98924601030004,0.0,3.3197906738000005,7.5569202413,13.049286460250002,225.67324899110005,0.0,104.5,293.0,569.5,9889.0,0.0,36.5,145.0,359.0,5932.0,0.0,0.0,1.0,13.0,243.0,0.0,491.0,1933.0,4254.5,70473.0,0.0,59.5,182.0,369.5,6320.0,0.0,22.0,72.0,165.0,2905.0,0.0,0.11500000000000002,1.6500000000000001,6.2749999999999995,95.06,0.0,0.0,0.5900000000000001,3.25,49.14,0.0,0.0,0.12,1.305,22.27
274,inactive,1,0,1.0,20.5,77.0,195.25,1851.0,0.0,0.25,7.5,27.0,1107.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.75,69.0,0.0,2.25,7.0,14.25,127.0,0.0,0.0,0.0,0.0,11.0,0.0,2.25,7.0,15.25,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,0.0,1862.0,0.0,0.0,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,1978.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,0.0,1470.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,active,1,0,249.0,10546.5,30279.0,64211.5,1126576.0,0.0,271.0,7681.0,25390.0,494557.0,0.0,529.5,3122.0,11719.0,215078.0,0.0,0.0,0.0,0.0,25.0,0.0,530.5,3123.0,11720.0,215217.0,0.0,497.0,3056.0,10971.5,199578.0,0.0,0.0,0.0,0.0,5.0,0.0,497.0,3057.0,10972.5,199598.0,0.0,0.0,0.0685984685,0.9315567080999999,18.3030492804,0.0,0.012987013,0.6402988464,2.7734545436499998,44.95133580689999,0.0,0.19731586455,1.8543547633,5.795216676900001,90.38827329940001,0.0,203.5,630.0,1531.0,26749.0,0.0,121.75,412.5,1032.25,19001.5,0.0,0.0,4.0,38.0,838.0,0.0,697.0,2659.0,5637.5,92192.0,0.0,107.5,452.0,1175.5,20944.0,0.0,62.5,235.0,669.0,13491.0,0.0,0.025,0.49,5.195,76.06,0.0,0.005,0.2,0.9500000000000001,19.070000000000004,0.0,1.52,5.3,10.274999999999999,169.26000000000005
276,active,1,0,0.0,617.5,1836.0,4018.5,69796.0,0.0,14.5,76.0,269.0,7327.0,0.0,47.0,196.0,533.0,10185.0,0.0,0.0,0.0,0.0,39.0,0.0,47.0,199.0,552.0,10427.0,0.0,81.0,298.0,625.0,10973.0,0.0,0.0,0.0,0.0,19.0,0.0,81.0,303.0,635.5,11114.0,0.0,0.0,0.0,0.19230421275,14.150185366,0.0,0.0,0.032967033,1.6793162394,34.0326719299,0.0,0.0,0.3067924829,4.0855673544,64.5913715188,0.0,162.0,590.0,1281.0,21753.0,0.0,94.5,420.5,1019.0,17794.5,0.0,48.5,165.0,388.0,6826.0,0.0,325.0,1212.0,2877.0,47949.0,0.0,60.0,374.0,984.0,16375.0,0.0,38.5,232.5,760.5,13240.5,0.0,0.0,0.31,5.550000000000001,79.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,inactive,1,0,36.0,788.5,3107.0,6929.0,86324.0,0.0,0.0,12.0,76.5,3414.0,0.0,0.0,0.0,198.0,4925.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199.0,4934.0,7.0,74.5,237.0,685.0,8351.0,0.0,0.0,0.0,0.0,0.0,7.0,74.5,237.0,685.0,8351.0,0.0,0.0,0.0,0.03158602145,3.2577139120000003,0.0,0.0,0.0,0.3316321499,10.3729113434,0.0,0.0,0.0,1.1178164784,18.1221096887,8.0,232.0,799.0,2019.5,22816.0,11.0,221.0,771.0,2076.0,23597.0,0.0,40.0,157.0,634.0,7882.0,20.0,341.0,1324.0,2984.5,34482.0,6.0,98.0,444.0,1404.5,16440.0,7.0,97.0,429.5,1334.75,16004.5,0.0,0.0,0.21,2.34,25.54,0.0,0.02,0.15000000000000002,0.575,6.99,0.0,0.0,0.0,0.14,2.9000000000000004
278,active,1,0,130.0,1421.75,3735.5,7008.5,118214.0,0.0,10.5,406.0,1983.75,44769.0,0.0,0.0,0.0,414.25,11325.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,419.25,11374.0,0.0,10.25,101.5,615.5,12137.0,0.0,0.0,0.0,0.0,15.0,0.0,12.25,104.0,619.25,12201.0,0.0,0.0,0.0,0.444467905725,12.1795564755,0.0,0.0,0.0,0.7942525716,20.2951201019,0.0,0.0,0.0,2.3968875282749997,40.3856294475,0.0,193.5,578.0,1639.75,30697.0,0.0,131.125,431.25,1330.875,26059.0,0.0,1.0,51.0,360.5,12865.0,0.0,438.75,1880.5,4224.25,67753.0,0.0,69.0,343.0,1734.25,28800.0,0.0,32.0,249.5,1446.5,24989.0,0.0,0.0125,0.38,4.3950000000000005,64.11,0.02,0.735,3.59,7.8774999999999995,121.11999999999999,0.0,0.0,0.0,0.0,8.0
279,inactive,1,0,0.0,0.0,0.0,0.0,2541.0,0.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,inactive,1,0,0.0,0.0,0.0,5.25,3835.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,14.25,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,1452.0,0.0,0.0,0.0,0.0,0.6482758621,0.0,0.0,0.0,0.0,0.8739737274999999,0.0,0.0,0.0,0.0,2.0833333333999997,0.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,0.25,1014.5,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.5,1262.0,0.0,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,active,1,0,5.0,2642.75,32202.5,106036.5,1717432.0,0.0,8.5,736.0,13953.75,260213.0,0.0,50.0,534.5,2368.5,96688.0,0.0,0.0,0.0,0.0,77.0,0.0,53.25,568.5,2417.5,97429.0,24.0,397.25,1903.5,6858.75,123213.0,0.0,0.0,0.0,0.0,109.0,24.0,397.25,1908.5,6885.25,123559.0,0.0,0.0,0.0,0.0724834594,2.2634300389,0.0,0.0,0.01809491295,0.6119280844999999,13.139205739500001,0.0,0.0,0.37632571980000007,2.5401352652750004,42.4289339633,13.0,260.25,829.5,1827.5,29300.0,14.0,178.0,565.5,1339.625,22039.5,0.0,9.25,54.5,325.5,5680.0,22.0,613.0,2214.0,4606.5,73830.0,12.0,195.0,542.0,1187.75,19398.0,13.0,133.75,392.5,868.25,14720.0,0.0,0.20500000000000002,1.73,5.275,82.88,0.0,0.19499999999999998,3.3400000000000007,8.1775,120.24,0.0,0.0,0.005,0.2675,14.14
283,inactive,1,0,22.0,129.5,293.0,551.5,6253.0,4.0,260.0,695.0,1703.5,25749.0,2.0,90.5,233.0,457.5,4997.0,0.0,0.0,0.0,0.0,0.0,2.0,90.5,233.0,457.5,4997.0,1.0,63.5,175.0,356.0,3942.0,0.0,0.0,0.0,0.0,0.0,1.0,63.5,175.0,356.0,3942.0,0.0,0.0,0.0,0.4304025033,6.15779872665,0.0,0.0,0.2666666667,1.8914421471000002,17.006682983300003,0.0,0.5356643355999999,2.1356643356,4.7466292478500005,43.224246953299996,8.0,65.0,183.0,421.5,4144.0,7.0,54.0,137.0,333.0,3332.0,2.0,11.5,35.0,106.5,1055.0,23.0,217.0,536.0,1201.0,11477.0,4.0,42.0,145.0,364.0,3538.0,3.0,26.25,97.0,271.5,2612.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.6599999999999999,0.0,0.095,0.61,1.5650000000000002,14.900000000000002
284,inactive,1,0,2.0,22.75,59.5,127.5,1452.0,0.0,34.0,155.0,378.25,4351.0,0.0,0.0,1.5,7.5,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.5,103.0,0.0,0.0,0.5,5.5,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,73.0,0.0,0.0,0.0,0.0,5.833333333200001,0.0,0.0,0.0,0.24999999997500003,11.666666666500001,0.0,0.0,0.0,0.24999999997500003,11.666666666500001,0.0,0.0,0.0,6.75,446.0,0.0,0.0,0.0,7.625,560.0,0.0,0.0,0.0,4.25,157.0,0.0,0.0,0.0,11.0,603.0,0.0,0.0,0.0,2.5,314.0,0.0,0.0,0.0,3.0,405.0,0.0,0.0,0.005,0.17750000000000002,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
286,active,1,0,28.0,1561.75,8494.0,34781.75,601201.0,0.0,0.0,34.5,501.25,16167.0,0.0,0.0,0.0,64.25,4153.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,65.25,4170.0,0.0,0.25,19.0,87.25,4542.0,0.0,0.0,0.0,0.0,3.0,0.0,1.25,20.0,88.25,4566.0,0.0,0.0,0.0,0.0,2.1026939979000003,0.0,0.0,0.0,0.0,5.7766349478,0.0,0.0,0.0,0.039473684175,10.5306613657,0.0,0.0,49.5,569.75,9603.0,0.0,0.0,48.0,549.75,9409.0,0.0,0.0,18.0,327.25,6232.0,0.0,0.0,78.5,796.0,12990.0,0.0,0.0,8.5,221.25,4552.0,0.0,0.0,9.0,197.25,4341.0,0.0,0.0025,2.51,7.945,113.33000000000001,0.05,1.165,4.925000000000001,10.655000000000001,163.11000000000004,0.0,0.0,0.005,0.555,17.84
287,active,1,0,73.0,890.75,2811.5,6337.5,112621.0,0.0,52.25,341.0,1202.75,34395.0,17.0,386.25,1412.0,3982.0,69286.0,0.0,0.0,0.0,0.0,37.0,17.0,397.0,1425.0,3996.0,69575.0,33.0,382.5,1773.0,3888.5,68001.0,0.0,0.0,0.0,0.75,42.0,34.0,383.5,1779.0,3897.5,68159.0,0.0,0.0615348094,0.49837140979999994,1.75762004565,31.378601539499996,0.0,0.46181368847500004,1.9232521401500002,4.492021717325,74.5916374764,0.0,1.5356249321750002,4.70372760445,9.524427461725,151.1958819491,9.0,166.25,470.0,1013.75,17427.0,9.0,120.25,304.0,746.5,12957.0,0.0,6.5,28.5,83.5,1489.0,11.0,608.5,2144.0,4657.0,75432.0,5.0,86.25,282.5,681.25,11630.0,2.0,56.75,195.5,473.125,8666.5,0.0,0.22000000000000003,0.895,2.1874999999999996,38.85999999999999,0.0,0.0475,0.27,0.8025,18.11,0.0,0.0,0.0,0.0,0.01
288,inactive,1,0,0.0,0.0,0.0,11.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.4444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,active,1,0,0.0,32.25,259.5,1114.0,22504.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.5,382.75,12138.0,0.0,0.0,0.0,0.0,33.0,0.0,0.25,36.5,407.75,12487.0,0.0,0.0,14.5,618.25,13281.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,27.0,632.25,13483.0,0.0,0.0,0.0,0.0,3.46913653265,0.0,0.0,0.0,0.0018292683000000003,8.6735429688,0.0,0.0,0.0,0.9036199513000001,28.978101509200002,0.0,0.0,108.5,458.5,8143.0,0.0,0.0,85.0,430.25,7867.0,0.0,0.0,40.0,204.25,3354.0,0.0,0.0,127.0,659.0,11635.0,0.0,0.0,44.5,255.5,5129.0,0.0,0.0,32.5,225.25,4703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48000000000000004,0.0,0.0,0.43500000000000005,5.05,71.81
290,active,1,0,60.0,2096.0,5885.0,10480.0,173580.0,0.0,64.0,197.5,425.25,7133.0,0.0,1390.75,4220.0,8157.5,132878.0,0.0,0.0,0.0,16.25,505.0,0.0,1497.75,4331.0,8304.5,135637.0,0.0,495.25,1469.0,3304.0,55937.0,0.0,0.0,3.5,10.5,260.0,0.0,503.5,1484.5,3334.75,56449.0,0.0,0.0,0.01557779075,0.4498598937,9.994175710950001,0.0,0.0,0.141611376,1.1095194744249999,20.499767669,0.0,0.001930501925,0.47836840259999996,3.2326388448000003,48.99948675270001,0.0,154.25,578.0,1827.75,28695.0,0.0,121.5,397.0,1433.0,23099.5,0.0,14.0,44.0,142.5,3070.0,0.0,591.25,2287.0,4957.75,78857.0,0.0,133.75,535.5,1745.25,27396.0,0.0,101.0,359.5,1375.25,22028.5,0.0,0.0,0.045,0.39,6.6499999999999995,0.0,0.0,0.025,0.19500000000000003,8.98,0.0,0.0,0.0,0.0,0.0
291,active,1,0,255.0,5858.25,16455.0,37495.0,641973.0,0.0,1590.5,10177.5,38061.0,684771.0,0.0,1380.5,4269.0,9651.25,169969.0,0.0,0.0,0.0,0.0,1.0,0.0,1380.5,4270.0,9652.25,169984.0,0.0,993.5,3084.0,6683.25,116478.0,0.0,0.0,0.0,0.0,1.0,0.0,994.5,3085.0,6684.25,116498.0,0.0,0.5006602608749999,2.1728417160499998,4.828759618425,73.71573720050002,0.0,1.1849568490500002,3.6310736046499996,6.934229277675,112.43979810539999,0.0,2.0332571643,5.35453752045,10.346000667175,166.4472986385,0.0,171.25,475.5,870.75,14679.0,0.0,88.0,246.0,523.375,8581.5,0.0,4.25,16.5,40.75,692.0,0.0,596.25,2268.5,4883.0,76600.0,0.0,87.75,277.0,602.75,9889.0,0.0,48.5,128.5,320.0,5302.5,0.0,0.0,0.275,2.5125,36.32999999999999,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.03
292,inactive,1,0,0.0,103.5,207.0,332.5,665.0,0.0,0.0,0.0,316.5,633.0,0.0,89.5,179.0,271.5,543.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,179.0,271.5,543.0,0.0,27.5,55.0,84.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,55.0,84.0,168.0,0.0,0.0,0.0,0.030612244900000002,0.061224489800000004,0.0,0.29411764705,0.5882352941,1.0576230492,2.1152460984,0.0,0.4693877551,0.9387755102,1.4387755102000002,2.8775510204000003,0.0,7.0,14.0,25.0,50.0,0.0,5.0,10.0,21.0,42.0,0.0,5.0,10.0,17.5,35.0,0.0,12.5,25.0,44.5,89.0,0.0,5.5,11.0,17.5,35.0,0.0,4.5,9.0,14.5,29.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,inactive,1,0,0.0,231.25,742.5,1364.75,5979.0,0.0,0.25,1.5,5.0,24.0,0.0,73.0,226.0,508.0,2231.0,0.0,0.0,0.0,12.75,54.0,0.0,77.25,253.0,545.0,2359.0,0.0,75.5,188.0,430.25,1711.0,0.0,0.0,0.0,5.25,25.0,0.0,86.5,202.5,448.25,1787.0,0.0,0.15666666669999998,0.46051282055,1.0149271562250002,4.2193289169,0.0,0.3144444444,0.97967171715,1.8918220668,7.3109947653,0.0,0.7977777777999999,1.75255050505,2.888477078425,11.380602175500002,0.0,14.5,45.5,87.75,337.0,0.0,13.5,42.5,78.25,315.5,0.0,0.5,4.0,9.75,38.0,0.0,42.25,114.5,192.75,791.0,0.0,8.0,25.0,50.25,192.0,0.0,6.5,15.0,32.5,128.0,0.0,0.0,0.005,0.017499999999999998,0.06,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02
